name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Charles Mosley,70500 Shelly Roads,Stephaniemouth,80938,999.690.8452,Travel agency manager,9,51.32,0,1,Surburban,0,Web,Buy One Get One,0.018578428662060286
Mark Raymond,93574 Klein Stream,Greenberg,79422,631.567.4214,Freight forwarder,10,101.22,0,1,Urban,1,Phone,No Offer,1.0243107168837289
Thomas Little,8533 James Drive,Smithfort,23606,+1-085-314-1464x8229,Maintenance engineer,1,590.04,0,1,Urban,1,Web,No Offer,2.152160888322328
Jessica Warner,60912 Williams Inlet Suite 981,Port Michael,33569,4458299233,"Surveyor, minerals",4,29.99,0,1,Urban,0,Phone,No Offer,1.3193295111275285
Crystal May,36151 James Points Apt. 554,West Manuelton,24592,705-286-1184,"Producer, radio",10,277.93,0,1,Surburban,0,Phone,Buy One Get One,0.645727382168862
Christina Davis,08718 Elizabeth Spring Suite 255,East John,23947,987.353.1926x84903,Art therapist,2,29.99,1,0,Surburban,0,Web,Buy One Get One,1.2090385783398083
Paige Robinson,42962 Michele Tunnel Suite 930,Brandonmouth,39578,+1-712-101-4543x769,Field seismologist,9,74.33,0,1,Urban,0,Phone,Buy One Get One,1.2448805520404984
Jennifer Stewart,220 Nelson Shoals,West Johnbury,25546,+1-189-169-6008x4141,Printmaker,9,63.12,0,1,Rural,0,Phone,Discount,1.5126718066290048
Rodney Russell,1652 Stephen Passage Suite 535,North Diana,72972,938.865.8664x440,"Teacher, adult education",10,118.55,1,0,Surburban,0,Phone,Discount,0.5980233996436816
Elizabeth White,830 Allen Course Apt. 226,Port Johnchester,44375,525-497-6930,Sports administrator,2,831.62,1,1,Urban,1,Phone,Buy One Get One,0.9379832468429032
Emily Ellis,52083 Ford Mall Suite 908,Marthaport,52485,994.141.7013x5188,Marine scientist,10,314.19,1,0,Surburban,0,Phone,Discount,0.923294726531766
Tonya Hebert,871 Black Mount Apt. 967,Cynthialand,71528,857-328-9815x46429,Rural practice surveyor,6,58.39,0,1,Urban,1,Phone,Buy One Get One,0.8411264766206479
Janet Burke,2813 Michelle Squares Suite 519,Paynebury,80809,961-905-0456x09134,"Engineer, chemical",4,87.65,0,1,Surburban,0,Web,Buy One Get One,0.1775367312371241
Ashley Cobb,7701 Amy Meadows Apt. 417,Valenciafurt,89306,842-018-8351,Forensic scientist,2,240.57,0,1,Rural,1,Phone,No Offer,1.0810361633290173
Emily Ryan,314 George Loop Apt. 446,West Brooke,42200,984.177.8117x4948,Television/film/video producer,10,249.63,1,0,Rural,0,Phone,No Offer,1.1300249972431962
Lawrence Taylor,526 Holly Orchard,North Nicholas,34831,(620)730-5674,Sub,11,73.72,1,0,Surburban,0,Web,Discount,1.2866997542437917
Dean Kirby,682 Preston Underpass Apt. 284,Lake Erikafurt,66999,(720)170-3922,"Engineer, manufacturing",2,1362.5,0,1,Surburban,1,Multichannel,Buy One Get One,1.5621187470106688
Jennifer Diaz,45292 Williams Freeway,Jennifermouth,26116,7472202166,Occupational therapist,3,415.93,0,1,Rural,1,Web,Buy One Get One,1.4394350234491906
Sergio Miller,1222 Moreno Field Suite 888,South Lisashire,50249,5199600703,Investment analyst,4,840.16,0,1,Surburban,1,Phone,Buy One Get One,1.090042474915912
Johnny Garcia,75729 Karen Station,Mollyville,8280,448.902.7105,"Engineer, drilling",3,256.12,1,0,Surburban,1,Web,No Offer,1.4636518376653131
Kaylee Farmer,766 Brittney Crossroad,West Mitchellmouth,84735,001-492-134-7142x6693,Company secretary,10,301.7,1,1,Urban,0,Phone,Buy One Get One,1.5307070689479465
Jennifer Butler,015 Jose Creek Apt. 339,New Kimberlyside,31416,285.680.1989,"Buyer, retail",10,73.21,1,0,Rural,0,Phone,Discount,0.7582235992586392
Steven Carter,088 Denise Pine Suite 324,Averyside,25164,4970881870,Water quality scientist,2,506.11,0,1,Urban,1,Multichannel,Discount,1.1611418653090335
Hayley Martinez,416 John Via Suite 982,Angelview,76915,(432)484-5499,"Engineer, aeronautical",9,81.17,0,1,Urban,1,Web,Discount,0.5008653441001889
Mallory Wright,21446 Smith Cliff,Lake Nicoleburgh,74215,336.146.0813x54606,Industrial buyer,2,878.75,1,1,Urban,1,Web,Discount,0.060408698330603576
Katelyn Saunders,06131 Wright Divide Suite 251,Zacharyfort,72150,001-906-581-0464,Equities trader,3,185.04,0,1,Surburban,0,Phone,Buy One Get One,1.077856140547803
Jackie Wagner,260 Sampson Prairie Suite 068,Stoneton,4834,001-687-998-1337x904,Press photographer,5,228.51,0,1,Surburban,0,Web,Discount,1.10981085680259
Susan King,139 Wu Extensions,New Michellechester,71170,(733)725-4443x573,Radio producer,9,456.49,1,1,Surburban,0,Phone,No Offer,0.4920326374536261
Felicia Thompson MD,6071 Hayes Extensions Apt. 022,North Williamberg,36296,441-994-1962,Public librarian,8,81.11,0,1,Urban,1,Web,Buy One Get One,1.6367498173465262
Michael Taylor PhD,42085 Sean Tunnel Apt. 203,Castroburgh,98954,+1-781-785-5198,Health visitor,12,114.84,1,0,Rural,1,Web,No Offer,0.9042135823208508
Madison Williams,135 Savannah Unions,North Sandrafort,56804,870-051-8714x3654,Race relations officer,10,115.77,0,1,Urban,0,Phone,Discount,1.1290201298576752
Christopher Shea,657 Daniel Heights Apt. 224,Masonstad,34792,+1-595-879-4684x0231,"Surveyor, land/geomatics",5,95.03,1,0,Urban,1,Phone,Buy One Get One,1.342397091693261
Steven Davenport,0715 Brown View,Nelsonmouth,49664,(057)974-2502x4145,Agricultural consultant,10,89.01,0,1,Surburban,1,Web,Discount,1.0941040580332653
Amanda Thompson,028 Stevenson Mountain,North Cynthia,98947,821-643-7803,Insurance claims handler,9,29.99,0,1,Urban,0,Web,Buy One Get One,1.0494013889555298
Brandi Jones,6261 Spencer Ridge Suite 725,Kelseybury,94657,8455882181,Hydrologist,12,29.99,1,0,Surburban,0,Phone,Buy One Get One,1.3175762794961108
Brandon Acevedo,48589 Christine Point Suite 623,New Tyler,33572,001-438-894-4216x3864,Clinical molecular geneticist,7,74.63,0,1,Surburban,0,Phone,Buy One Get One,1.4167575663809824
Kurt Johnson,886 Deborah Orchard Apt. 398,Joshuaborough,18950,001-104-544-4846,Trade union research officer,1,659.08,0,1,Surburban,1,Web,Buy One Get One,1.066640462648388
Linda Schmidt,8481 Rebekah Point Suite 729,Nataliestad,11711,+1-917-090-8959,Government social research officer,5,341.27,0,1,Urban,0,Web,No Offer,0.7256840942004807
Travis Jenkins,714 Jeffrey Cliff Suite 823,Dillonfort,65352,+1-352-731-7442x20766,Marketing executive,1,204.6,0,1,Surburban,1,Multichannel,No Offer,1.3400670658857547
David Hansen,118 Lori Shoal Suite 237,Farmerland,70310,573-652-4747x342,Learning mentor,1,253.17,0,1,Surburban,1,Web,No Offer,0.9285714102305132
Crystal Garza,426 Howard Turnpike Suite 140,Jenniferport,58848,001-973-337-5070x908,Risk analyst,1,168.59,1,0,Surburban,1,Web,Discount,0.16099603710223231
Danielle Morales,294 Tanner Trail Apt. 171,South Jessicamouth,17141,(210)031-1330,"Teacher, music",7,53.49,1,0,Urban,1,Web,No Offer,1.0530242252839208
Robert Williams,14667 Lawson Grove Suite 355,South Dillon,79644,1091107315,Printmaker,5,35.45,0,1,Urban,0,Web,Buy One Get One,0.8995376753096095
Michael Dalton,034 Laurie Junctions,Smithmouth,38642,(975)874-9745x005,Immunologist,7,183.24,1,0,Surburban,1,Web,No Offer,1.2375376906489026
Debbie Cochran,40083 Valdez Inlet Apt. 380,Grayport,72621,116-696-1905x753,Marine scientist,1,67.07,0,1,Rural,1,Web,Discount,1.228681895147681
Edward Craig,9516 Nathaniel Glen Suite 098,New Normastad,17490,059.450.5895x8762,Personnel officer,10,151.81,1,0,Urban,1,Phone,No Offer,0.8207817625948314
Rhonda Lawson,338 Andrews Throughway,Larryland,81684,+1-560-682-9087x0876,Secretary/administrator,3,642.18,1,1,Urban,1,Phone,No Offer,1.3527394408265323
Jesse Carrillo,438 Cooper Unions,New Kimberly,93022,032-554-2830x50488,Commercial art gallery manager,5,76.27,1,0,Rural,0,Web,No Offer,1.105813427440539
Francisco Barrett,8874 Henry Walks Suite 755,Lake Amandahaven,88726,001-426-649-7021x56288,Minerals surveyor,9,168.26,0,1,Urban,1,Web,Discount,0.6213006376249449
Kevin Wagner,70486 Patricia Landing Suite 511,Brittanystad,28741,716-379-9980x6404,Trading standards officer,2,29.99,1,0,Surburban,1,Web,No Offer,1.1474894193963905
Jessica Parsons,56863 Goodwin Court,West Davidview,77083,001-250-235-8377x113,Dietitian,5,252.56,1,1,Surburban,0,Phone,Buy One Get One,0.6291566238606027
Juan Fernandez,7553 Sierra Junctions Apt. 796,Tiffanyport,91187,+1-279-063-1089x70131,Financial risk analyst,4,1325.92,1,0,Surburban,1,Multichannel,No Offer,1.8564594601290707
Christine Santiago,23764 Sara Springs Suite 773,South Lindseytown,38788,3967306525,Seismic interpreter,9,108.81,0,1,Rural,0,Web,No Offer,2.2596334473511988
Anthony Moore,900 George Drive,Sanchezmouth,20244,740-048-2085x31551,Production manager,2,1564.58,0,1,Urban,1,Phone,No Offer,0.7941430909095072
James Smith,16827 Beth Mission,New Daniel,76194,432.905.5692x2052,Financial adviser,1,39.15,1,0,Rural,0,Phone,Buy One Get One,0.4930694168518345
Amanda Johnson,04441 Barbara Parkway Suite 485,Carolineburgh,46905,+1-479-318-5169x497,Structural engineer,4,130.5,1,0,Surburban,0,Phone,Discount,1.1869064011057042
Elizabeth Camacho,43476 Young Haven,North Victorville,75488,(398)422-0767,Secondary school teacher,8,94.05,1,0,Surburban,0,Web,Buy One Get One,0.6973858638057477
Nicholas Hernandez,251 Denise Forges Apt. 969,Coxburgh,85534,691-688-4073,Theatre stage manager,1,171.96,1,0,Rural,0,Web,Buy One Get One,0.8187875515883121
Johnathan Ruiz,5515 Bridges Wall Suite 155,West Coryton,98490,001-694-196-0148x12057,Arts development officer,1,324.67,1,1,Surburban,0,Web,Buy One Get One,1.0543265894644158
Alan Atkins,93421 Elizabeth Vista,Michellemouth,33209,041.401.3120,Emergency planning/management officer,4,300.58,0,1,Surburban,0,Phone,Buy One Get One,0.9731359208620314
Debra Jones,47493 Garcia Parkways Apt. 932,East Hollymouth,39793,472-257-7317x3633,"Therapist, drama",4,423.99,1,0,Surburban,1,Web,No Offer,0.9946628500031328
Amber Hines,912 Shawn Corner Apt. 189,Rodriguezstad,71975,838-576-3835,Ship broker,10,182.67,0,1,Urban,1,Web,No Offer,1.2691285632535236
Christopher Berger,1430 Shannon Falls,New Nicole,15475,635-480-5401x5427,Banker,5,29.99,0,1,Surburban,0,Phone,No Offer,2.1357839006425854
Tasha Evans,071 Michael Shore,Smithfurt,98437,+1-981-506-7191x965,"Administrator, sports",7,150.66,1,0,Surburban,0,Phone,Discount,0.3859910869086037
Mr. Michael Barrett DDS,2468 Caroline Curve Apt. 155,West Natashaborough,81165,001-666-280-5435x5664,"Radiographer, diagnostic",9,138.11,1,0,Surburban,0,Phone,Buy One Get One,1.6342101500986552
Rachael Adams,284 Mccoy Unions,Gutierrezland,80199,(407)729-2562x79446,Barrister,2,29.99,0,1,Surburban,0,Web,Discount,1.0246837373064883
David Olson,249 Parker Cape Apt. 689,Reidborough,95876,001-697-675-2273x1105,"Solicitor, Scotland",2,330.05,0,1,Surburban,1,Phone,No Offer,1.099044821874759
Stephanie Newman,472 Victor Ranch Apt. 973,Sanchezview,11944,001-429-359-9113x27711,Fisheries officer,2,615.01,0,1,Urban,1,Phone,No Offer,0.9288155568637142
Jennifer Moore,595 Hall Junction Suite 944,Maddentown,81529,210.419.3284x9841,Legal executive,9,115.15,0,1,Urban,0,Web,Buy One Get One,1.0205179813148604
Tina Young,923 Robertson Station Apt. 411,Robertsonview,63753,+1-014-381-1549,Museum/gallery curator,9,217.54,1,0,Urban,1,Web,No Offer,1.3061775286248256
Terri Richards,187 Key Square,South Christopher,61745,+1-288-694-8712x4405,Pension scheme manager,2,369.39,1,1,Surburban,0,Multichannel,Discount,0.3134455513490739
Misty Rios,2513 Linda Crossroad,New Nicolebury,93894,473-482-3397,Glass blower/designer,8,73.0,0,1,Urban,0,Phone,No Offer,0.8558377313881786
Stephen Taylor,15874 Gonzalez Villages Suite 864,Susanchester,22458,834-187-4380,Commercial art gallery manager,4,257.32,0,1,Surburban,1,Web,Buy One Get One,1.2750671150897857
David White,367 Barnes Route,Victoriaside,86256,5091088313,Television production assistant,10,683.91,1,1,Surburban,1,Web,No Offer,0.5612587380436269
Dr. Timothy Cruz MD,13176 Hinton Square Apt. 549,North Alexanderfort,53624,743.943.9811x48483,Multimedia programmer,9,336.94,1,0,Rural,1,Phone,No Offer,0.4670430124149095
Jeremy Yang,886 Crystal Island,West Zacharyton,93083,451.838.5628,Health physicist,8,270.61,1,1,Urban,1,Phone,No Offer,1.035456806697534
Vanessa Nicholson,6775 Maria Valley Suite 275,Elizabethborough,54714,4538446723,Adult guidance worker,7,29.99,0,1,Surburban,0,Phone,Discount,1.2851998008143013
Samantha Wright,7314 Phelps Knolls,Perrychester,79102,001-147-684-8905,Press sub,12,248.79,1,0,Urban,1,Multichannel,Buy One Get One,1.1342162265671096
Paul Hayes,2815 Mark Burg,South Melissamouth,14680,088.791.5996,Oncologist,1,41.83,1,0,Rural,0,Web,No Offer,0.7216432272916592
Crystal Schneider,34924 Larry Well Apt. 847,South Carriebury,1424,628.968.0536,Phytotherapist,11,379.61,1,0,Surburban,0,Web,Buy One Get One,1.5315991282393873
Victoria Charles,298 Stacey Row,North Melissa,39255,857.673.3791,"Surveyor, building",6,43.37,1,0,Surburban,0,Web,No Offer,1.2011750037934643
Jill Golden,375 Bush Neck Apt. 316,South Jodi,55339,001-600-729-2810x73956,"Librarian, public",6,124.49,0,1,Rural,0,Web,No Offer,0.7786917522812323
Dennis Frank,829 Smith Forks,West Tanner,9050,(840)400-9479,Retail banker,1,257.06,0,1,Rural,0,Web,Discount,0.73377189165364
Gina Foster,6266 Dennis Estates,Erichaven,765,+1-446-443-8277x3440,"Designer, textile",10,40.35,1,0,Surburban,1,Web,No Offer,1.6776663747683278
Jeffrey Sullivan,58105 Luis Oval Apt. 167,Port Edgarville,94498,+1-947-607-0016,Advertising art director,2,533.02,1,0,Urban,1,Multichannel,Discount,1.098119333246481
Linda Meyers,259 Nicole Extension Apt. 635,Mcguirechester,85268,711-315-9761x288,Merchant navy officer,1,129.14,1,0,Urban,0,Web,No Offer,1.602911085898329
Jason Horton,04581 Baird Canyon,East Tracymouth,14300,001-788-677-4489x2530,Public relations account executive,4,203.02,1,1,Surburban,1,Web,Buy One Get One,0.8676890433359443
Destiny Solis,28103 Mccormick Turnpike,Mollymouth,31796,323-096-4351,Therapeutic radiographer,12,75.18,0,1,Surburban,0,Web,Buy One Get One,1.9616438771256344
Adam Whitney,199 Matthew Junction,Lake Marcusland,72629,(735)915-2254x2653,Textile designer,2,281.66,0,1,Rural,0,Multichannel,Discount,1.6995842498104599
Christopher Harris,998 John Extension,East Jose,4924,+1-483-544-4850x314,Charity fundraiser,1,72.17,1,0,Urban,1,Web,No Offer,1.697387852041926
Jose Collins,26881 Gina Coves Suite 741,Port Jayview,15703,077.281.4597,Retail buyer,10,241.84,1,0,Urban,0,Phone,No Offer,1.6662090160810732
Victor Douglas,55002 Kerry Plaza Apt. 274,New Glen,31938,(140)761-4959x61617,Financial risk analyst,2,351.12,0,1,Rural,0,Web,No Offer,1.6500857589445634
Gregory Lee,555 Perez Ports Suite 714,Millerview,84368,954.705.0009x3634,Retail banker,10,129.19,0,1,Rural,0,Web,Buy One Get One,1.4959896719323436
Brian Smith,2821 Mary Bypass,Frenchstad,57920,730.107.2456x84574,Retail merchandiser,10,135.77,0,1,Urban,0,Phone,Buy One Get One,0.9873573698832204
Erin Weber,987 Lopez Green,Beckport,23872,001-593-966-2858x67126,Exercise physiologist,4,74.97,1,0,Urban,0,Phone,No Offer,0.8371314972040922
Robert Ritter,62270 Mills Lane,Michaelbury,37724,001-885-553-2459x2954,Fitness centre manager,7,211.75,0,1,Urban,0,Phone,Buy One Get One,1.017040318536603
Connie Garcia,461 Hunt Light Suite 007,Kelliefort,98666,001-764-691-2969x109,Records manager,8,54.94,0,1,Urban,1,Web,Discount,0.489660878353979
Angela Adams,3182 Harrell Creek Suite 560,Triciatown,56226,001-044-078-2600,Legal executive,2,78.43,1,0,Urban,1,Web,Buy One Get One,0.5323570645168425
Dr. Bruce Hughes,721 Soto Summit,East Karen,62797,2212938972,Lexicographer,1,748.95,0,1,Urban,1,Phone,Buy One Get One,0.7006536052450101
Nathan Dodson,67030 Hudson Isle,Navarrostad,6707,(401)863-1090,"Engineer, production",5,209.08,1,0,Urban,0,Multichannel,Discount,2.276081120536386
Christine Smith,2307 Antonio Square,East Nathan,35679,001-981-599-9727x807,Fashion designer,9,81.22,1,0,Urban,0,Phone,Discount,0.7553358034213091
Madison Foley,4447 Moore Course Apt. 422,Brianbury,54486,072-650-1478,Writer,2,875.37,0,1,Surburban,1,Multichannel,Discount,0.5959588566720057
Brittany Edwards,986 Erin Curve Suite 690,West Melissafort,91058,8863681850,Hospital pharmacist,10,29.99,1,0,Urban,0,Phone,Buy One Get One,1.403986189178184
Christian King,17495 Matthew Trafficway Suite 504,Brownborough,61702,+1-709-187-4547x31352,Speech and language therapist,1,100.01,1,0,Surburban,0,Phone,Buy One Get One,1.4733250497344064
Ricardo Barrett,3396 Daniel Locks,South Howardville,89919,675-239-8668,"Copywriter, advertising",3,29.99,1,0,Surburban,1,Phone,Discount,1.5681153351615502
Michael Page,56672 Sosa Extensions,Nelsonport,10067,(910)095-8745x805,Product designer,7,29.99,1,0,Surburban,0,Web,No Offer,1.0920817053514438
Laurie Torres,051 Ross Branch,West Kristaville,22219,(855)279-9401x24972,"Teacher, music",4,29.99,0,1,Surburban,0,Web,No Offer,0.8887247283957767
Marie Perez,30938 Fletcher Grove Apt. 633,West Jessicaburgh,14393,+1-348-543-7993,Fine artist,10,261.39,0,1,Surburban,0,Web,Buy One Get One,0.4139531110605291
Erica Lucas,565 Myers Junctions,South Maxborough,1402,771.414.0190,Government social research officer,2,454.41,1,0,Urban,0,Phone,Discount,0.5726711226471224
Adam Gonzalez,22458 Hart Mills,East Jason,44151,396-144-8934,Logistics and distribution manager,2,29.99,0,1,Urban,1,Web,No Offer,0.5025441325493634
Terry Briggs,553 Calderon Prairie Apt. 709,East Amberland,62350,(224)563-4166x497,Television camera operator,10,67.93,0,1,Urban,1,Web,Discount,0.7732719018406499
Christina Hess,17774 Michael Manors Suite 955,Penabury,98421,163.777.3647,Local government officer,12,210.31,1,1,Surburban,0,Phone,Discount,0.9817305884439442
Grant Knight,24642 Judith Station Apt. 040,Feliciabury,81824,(708)788-4601x3920,Solicitor,6,208.86,1,0,Surburban,1,Phone,Buy One Get One,0.7889400001529441
William Kennedy,3775 James Stravenue,North Christopher,43283,766-489-0675x665,Trading standards officer,1,29.99,1,0,Rural,1,Phone,Discount,0.6779247946925899
Jennifer Harper,5570 John Burg,Jasonport,45364,4282090888,Legal executive,2,533.32,1,0,Rural,1,Web,No Offer,1.4783138650708394
Matthew Wilson,938 Nicholson Tunnel,Marymouth,74129,(158)961-8749x073,"Accountant, chartered certified",5,462.25,0,1,Surburban,0,Web,Buy One Get One,1.9587824868775108
Patrick Mullen,4650 Rodriguez Forge Apt. 656,Davidsonhaven,56157,+1-153-738-8585,Retail banker,10,60.33,0,1,Surburban,1,Web,Buy One Get One,1.1010994816753228
Kenneth Knight,8853 Griffith Branch,East Jason,39860,+1-537-578-0624x478,"Designer, textile",7,84.64,0,1,Surburban,0,Phone,No Offer,0.8149169297996973
Ariel Hernandez,3079 Harris Meadows,Wuport,77500,(659)738-0279,IT trainer,10,270.2,0,1,Urban,0,Phone,Discount,0.401110396319626
Jason Thompson,822 Michael Circle,Susanview,92867,135-671-5659,Printmaker,4,88.7,0,1,Surburban,1,Phone,No Offer,1.6795466964812735
Andrea Lawson,922 Thomas Fork Apt. 545,Barnettberg,77394,932-724-5149x1329,Music therapist,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0.9552721377808004
Elaine Serrano,62939 Barbara Valley,South Adrianahaven,22843,937.361.6982x51834,Water quality scientist,10,106.05,0,1,Urban,1,Phone,Buy One Get One,1.1864393440245014
Joanna Fischer,83698 Freeman Village Suite 477,South Jamieland,13292,099.649.9027,"Teacher, primary school",5,29.99,1,0,Surburban,1,Phone,No Offer,0.9623260798692126
Kathryn Schultz,494 Jane Falls Apt. 136,Pattyhaven,35731,(562)866-6501x683,Naval architect,9,191.56,0,1,Surburban,0,Phone,Buy One Get One,0.6775066113641979
Jordan Ortiz,6235 Taylor Stream Apt. 198,Mahoneyview,73043,001-212-462-0703x2464,Exhibition designer,5,29.99,1,0,Surburban,1,Web,Discount,0.5360995678980973
Chad Chan,71398 Jeffery Station,Robertbury,43809,537-977-3524x066,Fisheries officer,10,51.07,1,0,Urban,0,Web,Discount,0.9165225755574342
Nicholas Wade,2889 Laurie Ramp Apt. 074,South Fernandobury,23903,+1-610-714-2380x190,Theme park manager,8,204.12,1,1,Surburban,0,Web,Discount,1.3254458694894835
Kyle Powell,2729 Thomas Coves,Harmonburgh,39325,033.668.1934x2761,Trade mark attorney,5,220.73,1,0,Surburban,0,Web,Buy One Get One,2.116238989185975
Richard Stevens,2961 Espinoza Turnpike Suite 719,South Susanberg,65966,+1-066-843-2590x964,Curator,11,63.07,1,0,Surburban,0,Web,Buy One Get One,1.6349803976626165
Kim Carlson,98431 Patrick Trafficway,Jessicafort,42234,(876)357-2086x67881,Risk manager,10,261.89,0,1,Rural,0,Web,Discount,1.4319724838288137
Pedro Hernandez,9784 Powell Fall Apt. 991,Evansburgh,10983,313.423.6167x280,Midwife,5,205.85,1,0,Surburban,1,Phone,No Offer,1.108158919611769
Lawrence Calderon,057 Donna Mountain Apt. 861,Kristinaborough,45578,+1-285-576-0639x2888,Senior tax professional/tax inspector,5,29.99,1,0,Surburban,1,Web,Buy One Get One,1.347717751374134
Kimberly Salazar,57249 Torres Road,Port Amyton,62798,001-602-198-4322x1052,"Investment banker, corporate",7,102.82,0,1,Urban,0,Web,Buy One Get One,1.2035073558308336
Allison Green,6021 Owens Prairie,Port Ryan,96564,(992)757-6880,"Therapist, nutritional",2,204.3,1,0,Surburban,1,Phone,No Offer,1.3195332757208802
Karen Bautista,4149 Cook Club,Sheltonview,10029,(026)337-8948x13788,"Production assistant, television",2,183.75,1,0,Urban,0,Phone,Discount,0.930822701750238
Barry Sparks,98877 Jose Valleys Suite 275,West Ronald,81544,+1-441-628-0454x5181,Museum education officer,2,1652.68,1,1,Surburban,1,Phone,Buy One Get One,1.2221502800670525
Brian Ramirez,926 Reynolds Fort,Aaronland,7963,+1-477-898-5086x164,Early years teacher,10,78.9,1,0,Surburban,1,Web,No Offer,1.1200118345197785
Lisa Shepherd,53506 Jones Brooks,Lake Matthewton,82098,(040)797-5498x6735,Community arts worker,5,346.92,1,0,Urban,0,Multichannel,No Offer,0.7524833019624714
Charles Williams,63397 Davis Island,Lake Joditown,28872,686.042.0722x683,Community education officer,5,29.99,1,0,Rural,0,Web,Buy One Get One,1.1385869366768913
Cynthia Smith,559 Matthew Radial Apt. 365,Crossview,86824,422.804.6356x83996,Financial planner,2,29.99,0,1,Surburban,0,Phone,Buy One Get One,1.5525130435840568
Roberto Carey,140 Gonzales Meadow,West Heather,39087,(994)445-3547,Land,4,29.99,0,1,Urban,0,Web,No Offer,1.3029527909194567
Allison Carr,22004 Grimes Forks Apt. 110,Lake Rebekahchester,72440,(947)535-3924,Hydrologist,3,268.26,1,0,Surburban,0,Phone,Discount,0.8142218235211218
Edwin Tucker,1167 Danielle Field,Morganport,50092,+1-668-477-7883x5371,"Engineer, civil (consulting)",2,29.99,0,1,Rural,0,Phone,Discount,2.3608287427543835
Dr. Steven Hughes,340 Anderson Rapids Apt. 469,Lake Joshua,88002,(078)429-2002x555,Electrical engineer,1,226.28,1,0,Rural,0,Multichannel,Buy One Get One,0.8044568598754971
Andrew Carter,30960 Jenkins Via Suite 593,West Devin,30017,545-062-5781x6642,"Engineer, control and instrumentation",12,215.26,1,1,Rural,0,Phone,Buy One Get One,1.90921342075476
Emily Le PhD,05171 Malik Ways,West Kiaramouth,68295,(473)566-8737x045,Geophysical data processor,2,470.76,1,1,Surburban,0,Multichannel,Discount,1.77403895902308
Chad Holder,22977 Hardin Spur Apt. 159,Kevinton,46052,437.077.3420,Warden/ranger,8,57.27,1,0,Urban,0,Web,No Offer,0.2038075539015901
Jesus Hill,8054 Trevor Rapids,Hurleyberg,31700,+1-752-878-1302,Emergency planning/management officer,12,192.62,0,1,Urban,0,Phone,Discount,0.4090620711669681
Traci Thompson,68131 Jesus Hills Suite 231,New Taylor,34454,+1-955-411-8730,"Engineer, broadcasting (operations)",1,29.99,1,0,Surburban,0,Web,No Offer,1.05820454433075
Johnny Brown,0174 Alfred Curve,West Teresa,27731,198.448.5842x745,Analytical chemist,11,29.99,1,0,Rural,1,Phone,Buy One Get One,1.2306252989922741
Thomas Frey,289 Sparks Corner Suite 117,North Michaelland,13042,371.725.7134,"Production assistant, radio",1,1865.48,1,1,Urban,1,Multichannel,Discount,1.3051133940506394
Maria Adams,77705 Robertson Place,Michaelmouth,66285,911-189-7422x270,Commercial/residential surveyor,11,44.2,0,1,Urban,0,Phone,No Offer,0.7067847187095849
Anthony Williams,1401 Davis Cliffs,West Connor,42172,306-748-6703x3350,Catering manager,5,33.43,0,1,Surburban,1,Phone,No Offer,0.5921016529040458
Samantha Williams,1097 Linda Point Apt. 198,New Matthewtown,65647,538-121-8556x63482,Textile designer,5,222.88,0,1,Surburban,1,Web,Discount,1.9668844895468385
Richard Hernandez,95679 Anthony Lock Suite 337,Kathrynview,91768,0898135603,Production engineer,4,330.1,0,1,Urban,0,Web,Buy One Get One,1.1091020299672585
Lori Johnson,344 Rebecca Summit Suite 588,South Jeffreyborough,54244,+1-645-758-9028x664,Logistics and distribution manager,10,296.86,0,1,Urban,0,Web,No Offer,1.311310983812749
Joshua Young,91425 Hamilton Islands Apt. 913,Tonyburgh,67450,+1-929-455-3472x9023,Bookseller,6,37.87,1,0,Surburban,0,Phone,Discount,0.8463118420152804
Joseph Fox,18609 Cole Springs,South Janetburgh,50574,(053)734-0710x30873,"Psychologist, forensic",1,36.69,0,1,Urban,1,Web,Discount,0.92286690268169
Pamela Phillips,6021 Victoria Parkways,Wagnerport,53159,(371)397-3713,Dispensing optician,8,29.99,0,1,Surburban,1,Phone,No Offer,0.8430844164243219
Ryan Delgado MD,08508 Gray Parks,Jodiburgh,18985,001-350-779-2126x66582,Warden/ranger,1,181.42,0,1,Surburban,1,Phone,No Offer,0.9348249034931309
Brittany Fisher,23855 White Shore Apt. 797,Wileyshire,57904,001-934-133-7855x07194,"Engineer, land",5,29.99,0,1,Urban,1,Phone,Discount,0.3680650983420424
Stephanie Shepherd,512 Brown Shore Apt. 312,Camachohaven,18584,001-792-102-9575,IT trainer,3,449.62,0,1,Surburban,0,Phone,Discount,1.7689354642750816
Johnny Anderson,2289 Sabrina Corner Apt. 942,East Alan,76674,(152)499-8112x624,Educational psychologist,2,1076.05,1,1,Urban,1,Phone,Discount,1.2897282538781123
Carlos Garcia,540 Carpenter Fort,North Amandaland,65024,001-725-535-2909x621,Camera operator,4,252.54,0,1,Surburban,0,Multichannel,No Offer,0.5393109035005528
Stacy Hughes,26584 Norris Ferry Apt. 047,Lake Samantha,97178,001-589-652-0525x831,Equities trader,8,288.31,0,1,Urban,1,Phone,Buy One Get One,1.0499811566373138
