,name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
6219,Craig Marsh,765 Gordon Grove,Lake Jonathan,88765,102-279-4131x61199,"Engineer, energy",10,29.99,0,1,Urban,0,Web,Discount,1.0932028676180687
29995,Yvette Coffey,8244 Matthew Expressway,Carlstad,38965,001-098-449-8968x6563,"Teacher, music",1,206.26,0,1,Surburban,0,Phone,No Offer,0.7964838609272991
60272,Judith Hernandez,1171 Marissa Flats Suite 897,Washingtonchester,69783,0390388583,"Production assistant, television",2,57.11,1,0,Surburban,1,Web,Discount,1.0138310368275192
31353,Ashley Mcdaniel,6625 Obrien Village Suite 923,New Madison,51669,360.087.6789x4443,"Production assistant, radio",4,43.29,1,0,Surburban,0,Phone,No Offer,0.9035944518974814
55305,Angela Morales,95128 Adam Orchard Suite 079,Johnsonshire,84032,(404)819-7864,TEFL teacher,1,29.99,0,1,Urban,1,Phone,Buy One Get One,1.026304404531921
6872,Nancy Kennedy,832 Edward Motorway,New Leah,21875,(519)015-0512,"Conservation officer, historic buildings",8,303.24,1,0,Surburban,0,Web,No Offer,1.148076944790615
5217,William Payne,022 Tyler Streets,Lake Timothy,21442,(256)820-5842x392,Textile designer,9,49.03,0,1,Surburban,1,Phone,Discount,1.4624962603318878
50839,Melissa Turner,14479 Kathy Court,Lake Timothyhaven,53286,504.915.9590x2590,"Production assistant, radio",2,781.39,0,1,Urban,1,Multichannel,Discount,1.2810034332794502
30101,Jessica Johnson,63178 Adam Squares,Port Jose,27357,(268)639-1372x50794,"Scientist, forensic",7,677.29,1,1,Surburban,1,Web,Discount,2.404494447012284
42990,Chase Yu,4968 Christopher Haven,Christopherburgh,45004,665-475-0290x19893,"Engineer, electrical",1,299.23,0,1,Urban,1,Phone,Buy One Get One,1.4129660764019187
21848,Kayla Martinez,82027 Kenneth Track,Brookstown,4389,481.719.3041,"Development worker, community",9,182.97,0,1,Urban,0,Web,Discount,2.2387510301392193
34314,Jonathan Taylor,8763 Smith Ridges Suite 560,East Cheyenne,26811,(605)552-6475x137,Intelligence analyst,3,29.99,1,0,Urban,0,Phone,Buy One Get One,1.021179981405895
33416,Frank Baker,9908 Haynes Dale,North Briantown,1941,+1-201-390-1594x3346,Maintenance engineer,5,341.73,0,1,Surburban,1,Phone,Discount,1.6494898206556878
47923,Brett Woodward,837 Koch Villages Suite 469,Baldwinport,20225,8263425746,"Conservator, museum/gallery",12,62.23,0,1,Surburban,0,Web,Buy One Get One,0.990077235559796
54592,Andrew Brown,703 Landry Isle Apt. 086,Juanland,72859,306-945-4811x6621,"Pilot, airline",1,306.99,1,0,Rural,1,Web,Discount,2.0071086479193907
48400,Albert Kim,880 Houston Station,Dawnfurt,64656,+1-945-614-4967x2553,"Engineer, civil (consulting)",10,29.99,0,1,Urban,0,Web,No Offer,1.8375537433125808
58032,Emily Wright DVM,7026 Andrew Passage,Kimberlyfort,88240,785.317.9957x1712,Restaurant manager,12,68.9,0,1,Urban,0,Web,Buy One Get One,1.3313387295989256
46518,Kimberly Jordan,1513 Brian Spurs Apt. 905,Cartershire,56783,620.530.1502,Artist,11,29.99,1,0,Urban,0,Web,No Offer,1.1006270652186534
29125,Tony Jones,53067 Jill Point Suite 423,North Ronald,85442,001-817-370-7737x38312,Chiropractor,5,612.02,1,1,Surburban,1,Multichannel,Discount,0.3801455746534276
32992,Leah Adams,800 Wang Junctions Apt. 521,Lake Cheryl,31971,+1-519-796-0457x461,"Therapist, occupational",12,234.74,0,1,Urban,0,Web,Buy One Get One,3.0707858499299134
34835,Jeff Bauer,95481 Mcdaniel Manor Apt. 059,Port Sharonport,42178,111.498.5252,Horticultural consultant,2,29.99,1,0,Urban,0,Phone,Buy One Get One,1.4176021586162344
22596,Linda Heath,2010 Mark Station Suite 735,Lake Melanieton,12362,001-721-996-3193x02270,"Engineer, site",11,149.19,1,0,Surburban,1,Web,Discount,1.135456865087866
11459,Mathew Turner,28474 Ellison Gardens,Duartebury,10777,7282009895,Actuary,10,460.7,1,0,Urban,0,Multichannel,Buy One Get One,0.7826354605455311
44012,Thomas Lopez,9624 Freeman Creek Apt. 848,Jacquelinefurt,6793,(826)641-7733,"Civil engineer, consulting",3,183.43,1,0,Urban,1,Phone,Discount,1.0530863082514723
31733,Alicia Jackson,405 William Garden,Port Michael,14450,+1-077-289-6953,Merchant navy officer,5,75.42,0,1,Surburban,1,Phone,Buy One Get One,0.7371847922584183
62899,Juan Moyer,967 Katherine Lock Apt. 914,Odonnellborough,17762,+1-893-286-8475x441,Public librarian,3,155.94,0,1,Urban,0,Web,No Offer,1.0561707625415175
52717,Timothy Alvarez,7481 Diana Mission,Brandiville,54044,001-028-187-6736x9142,Audiological scientist,2,91.17,0,1,Rural,0,Phone,Discount,0.4071645256618884
38591,Melanie Willis,8492 Justin Mount,Nashchester,66932,001-168-630-4790x22681,General practice doctor,6,226.22,1,0,Rural,0,Phone,Discount,1.262376088097248
49356,James Roberts,907 Bridges Vista Apt. 381,West Antonio,31942,773.676.0159,Research scientist (medical),3,180.9,0,1,Urban,0,Phone,Buy One Get One,1.0212775171891404
19758,Brian Garcia,99262 Anderson Skyway Apt. 611,Fosterfurt,70353,+1-695-180-3934,Press photographer,1,117.65,1,0,Urban,0,Web,Discount,1.7415597391465123
55507,Emily Dalton,501 Alexander Fall,East Josephtown,7098,(621)264-2156,Charity fundraiser,2,29.99,0,1,Urban,0,Web,No Offer,0.8034668802985556
27984,Matthew Cervantes,60865 Burton Oval Suite 267,East Tyler,17224,(224)702-8189x88881,"Engineer, civil (contracting)",10,339.64,0,1,Surburban,1,Web,Buy One Get One,1.6113526300517649
33260,Michelle Huynh,96883 Ball Cove,South Brian,62068,(923)524-5660,Quantity surveyor,12,29.99,1,0,Urban,1,Phone,Discount,0.8006841737238739
27255,Caitlin Graham,106 Casey Drive,Krystalborough,16317,001-649-495-8755x3559,Emergency planning/management officer,6,47.93,0,1,Urban,0,Web,Discount,0.6387101735746533
41525,Amy Santana,03536 Carol Tunnel,Brendafurt,64576,132.387.8178,Art gallery manager,3,592.56,1,0,Surburban,1,Multichannel,Discount,1.4494663730965818
19475,Steven Haynes,227 Rich Ridges Suite 493,Duncanbury,6548,339-798-4294x402,"Therapist, music",12,140.03,0,1,Urban,1,Web,Discount,0.5471006515726713
46472,Michael Stephens,61784 Hannah Isle Apt. 598,North Toddville,98413,931-802-5090x4892,Health physicist,4,61.85,1,0,Rural,0,Phone,Discount,0.8955533215288121
44964,Erica Gallegos,55995 Davidson Island Apt. 101,Lake Melanie,88592,+1-396-990-8407x1687,"Scientist, research (physical sciences)",2,270.12,0,1,Surburban,1,Multichannel,No Offer,1.1293209020619113
49236,Jonathan Mcconnell,74764 Harvey Crossroad Apt. 271,Mendezton,39379,001-690-445-8943x1821,Recruitment consultant,12,79.61,0,1,Surburban,1,Web,No Offer,1.14431363300203
47102,Terry Russell,6933 Simpson Forges Apt. 230,Lake Mary,84347,213-275-4361x36626,Museum/gallery exhibitions officer,5,134.25,0,1,Surburban,0,Web,No Offer,1.0436544544133357
55157,Cody Wright,5515 Phillips Prairie,Ryanshire,16291,(561)338-0270x50230,Health service manager,2,819.09,0,1,Urban,1,Phone,No Offer,1.131969478222144
17890,Stephen Smith,19234 Jacobs Orchard Suite 407,Port Gregory,84020,+1-190-511-6672,Hotel manager,10,111.15,0,1,Surburban,0,Phone,Buy One Get One,0.7110515211643803
5405,Jennifer Griffin,45749 Kimberly Motorway,Paigestad,86700,(768)355-1677,Further education lecturer,8,62.78,1,0,Rural,0,Phone,No Offer,1.1697001186524714
45424,Timothy Lee DVM,673 Huffman Lakes Suite 027,South Hannahland,48468,772.006.5247,Illustrator,7,266.26,1,0,Urban,1,Web,Discount,0.6977572458018411
4676,Mark Robertson DDS,45881 Lynn Underpass,South Shannonfurt,83847,+1-191-959-6648x384,Nature conservation officer,2,652.26,0,1,Surburban,1,Web,Buy One Get One,1.1974515713913894
3376,Courtney Smith,84268 Ross Corners Suite 152,Lake Todd,68925,+1-052-546-7679x1679,"Psychotherapist, child",10,30.17,0,1,Surburban,0,Web,Buy One Get One,1.2885999978383187
2754,Glen Steele,6020 Johnson Mills Apt. 802,New Ryanborough,31022,512-709-6796x363,Astronomer,4,29.99,1,0,Urban,0,Phone,No Offer,0.5863266692267146
3141,Jessica Tran,42805 Angela Ways,Laurenshire,61094,(285)405-7504,Retail merchandiser,2,29.99,0,1,Rural,0,Web,Buy One Get One,0.1597155937960657
27018,Kelly Bruce,86426 Tiffany Springs,North Troy,66701,(249)904-8472x64775,Restaurant manager,9,81.57,1,0,Rural,0,Phone,No Offer,0.7796285736877219
15452,William Davis,636 Gaines Courts Suite 864,New Michael,2152,210.016.0875x7859,Art therapist,1,69.6,1,0,Surburban,1,Phone,Buy One Get One,0.3227924015545076
53681,Chase Smith,68084 Jessica Fort,North Ashleyburgh,74612,(566)028-4967x5568,"Pharmacist, community",7,283.43,1,0,Urban,0,Phone,Buy One Get One,0.9792179202747886
25177,Matthew Higgins,747 Ronald Mission Suite 620,Port Ryan,75086,705-660-6409,Sports administrator,10,29.99,0,1,Surburban,1,Phone,Buy One Get One,2.4637162956086853
8519,Janet Meyer,247 Clifford Bypass,Kathleenstad,90153,001-742-152-2740x13378,Claims inspector/assessor,3,1174.38,0,1,Rural,1,Phone,Buy One Get One,1.2630541145499534
62355,Nicole Kirby MD,25760 Matthew Plain,Lake Matthew,94563,203-847-7128x56943,Merchant navy officer,4,320.4,1,1,Urban,1,Phone,No Offer,1.2066454709535084
7843,Michael Robertson,7937 Lee Ridges,Ryanshire,78136,+1-008-400-3206,"Optician, dispensing",11,164.88,1,0,Surburban,0,Web,Buy One Get One,1.2166940218389473
43897,Susan Mendoza,38207 Jacobs Terrace Apt. 188,Millerview,80357,105.842.9825x812,"Engineer, site",11,321.69,1,0,Urban,1,Web,Discount,1.4257569951270188
1570,Tiffany Young,42313 Samantha Crossing,Port Juanfurt,61304,+1-496-182-3586x15109,Veterinary surgeon,3,108.38,1,0,Rural,1,Phone,Discount,1.2587682738255521
24905,Vincent Charles,93635 Amy Point Suite 997,Allisonstad,21484,4748331003,Orthoptist,10,330.07,0,1,Urban,0,Phone,Buy One Get One,0.5316488924097896
34724,Jennifer Martinez,478 April Lights,East Annville,41270,938.702.1856x9144,"Physicist, medical",2,230.86,1,0,Surburban,0,Web,No Offer,0.8411630402102733
46543,Vickie Carroll,237 Shaw Mountain Suite 883,Matthewsfurt,92230,001-618-255-3249x91386,"Buyer, industrial",2,199.64,0,1,Rural,0,Web,Discount,1.810784964650997
27631,Jessica Buckley,61747 Ruiz Port,East Adriana,11683,401.753.2591x6075,Conference centre manager,9,73.5,0,1,Urban,1,Web,Buy One Get One,1.385029387157981
20539,Jose Mueller,99876 Coleman Glen,Stevensland,98642,475-126-1519x98146,Lobbyist,5,114.0,1,0,Urban,0,Phone,Discount,0.8441499964330709
12924,Daniel Hall,5457 Thomas Islands Apt. 805,New Joshua,63280,466-711-5745,Government social research officer,3,186.93,0,1,Surburban,0,Web,No Offer,0.17448941871323365
31137,Andrew Esparza,592 Holland Drives,Bobbybury,50738,916-225-6194,"Surveyor, minerals",2,228.98,1,1,Urban,0,Multichannel,Discount,0.957005493772428
40838,Taylor Buck,7790 Lopez Course,Burnsside,22326,+1-356-630-2925x38934,"Engineer, automotive",9,29.99,1,0,Urban,1,Phone,No Offer,0.5022171645337072
19213,Timothy Higgins,5453 Rose Loaf Apt. 574,North Justin,44418,001-595-305-0782,"Production assistant, television",2,752.25,0,1,Surburban,1,Web,Discount,1.7420406378132811
5694,Joshua Cooper,845 Parks Plains,Josephside,26127,772-079-9511x71973,Building control surveyor,5,100.42,1,0,Urban,1,Web,No Offer,0.5912361451876578
24169,Alison Medina,81976 Williams Ports Suite 418,Port Ann,85183,+1-533-790-2348x0589,Clinical psychologist,2,103.46,1,0,Surburban,1,Web,No Offer,0.8591177573074791
61330,Mr. Cory Vazquez Jr.,01034 Bennett Radial,Nicolasshire,77668,+1-475-565-4019x5377,Commercial horticulturist,7,67.72,0,1,Surburban,1,Phone,Discount,0.5561058232201588
59605,Patricia Thomas,736 Jenkins Prairie,Michaelport,3679,+1-223-281-7540x650,Sales promotion account executive,2,98.03,0,1,Rural,0,Web,No Offer,0.5902903246792548
62263,Amanda Strong,02365 Melissa Locks Apt. 041,Port Garyborough,23633,(885)234-7770,Restaurant manager,9,56.33,0,1,Urban,0,Web,No Offer,0.6636307699182035
36835,Kiara Jackson,874 Smith Extension,Darrenfurt,53598,174-722-2798x2531,Tax inspector,4,240.38,0,1,Surburban,1,Multichannel,Buy One Get One,0.3442364228092778
34308,Thomas Fox,8087 Jackson Track Apt. 782,North Michaelborough,75937,662.521.4722x212,Broadcast journalist,5,445.93,1,1,Urban,0,Phone,Buy One Get One,2.2000667934325637
40223,Monica Lewis,744 Sabrina Groves Apt. 218,Grimesfort,73376,+1-987-557-0338x957,Town planner,4,242.91,0,1,Surburban,1,Web,Buy One Get One,0.6697774628234705
48897,Robert Phelps,471 Jacqueline Turnpike,East Nancyhaven,30380,324-273-2406x506,Retail banker,7,49.3,1,0,Surburban,0,Web,No Offer,1.0457855302866028
1987,Allen Lee,782 Samantha Parkways,Joannastad,61693,+1-853-528-8099,Bonds trader,7,499.49,0,1,Surburban,0,Multichannel,No Offer,1.5066658396798114
15428,Richard Fowler,25029 Johnson Keys Apt. 098,Port Anthonyton,24261,722.645.5451,Accommodation manager,2,203.41,1,1,Rural,1,Web,Discount,1.1866494653670578
36352,Brittany Cervantes,923 Carl Dale,South Lori,36566,2807461161,Travel agency manager,9,29.99,0,1,Urban,0,Phone,Buy One Get One,1.1274518408260146
2830,Jacqueline Miller,0320 Jesse Vista Suite 633,West David,36616,947.449.2558,Brewing technologist,4,353.49,0,1,Urban,0,Multichannel,No Offer,1.2667337545021946
45263,Deborah Little,5902 Courtney Parkway,Apriltown,83899,172-127-3508x38669,Risk manager,4,86.56,0,1,Urban,0,Phone,Buy One Get One,1.3762601567761816
61663,Bryan Everett,598 Matthew Lane Apt. 527,New Andreachester,80883,809.320.6192,Charity officer,7,270.04,1,1,Surburban,0,Phone,Discount,1.151009157422837
8817,William Hahn,9915 Danielle Square,Port Susanville,71626,8457941761,"Clinical scientist, histocompatibility and immunogenetics",7,33.32,1,0,Surburban,0,Web,No Offer,1.18535658096578
23322,Zachary Brown,158 Sharon Center,Caseytown,66595,001-107-258-1917x65496,Editorial assistant,1,29.99,1,0,Urban,1,Web,Discount,1.0609235619875097
45765,Casey Rodriguez,058 Samantha Loaf Suite 722,Waltertown,48117,(058)262-9506,Printmaker,2,61.13,0,1,Urban,1,Phone,No Offer,1.4343398824690023
18006,Jorge Wright,5833 Kathy Skyway Suite 625,Aguilarhaven,72390,236-688-0207,Optometrist,7,73.83,0,1,Urban,1,Phone,Discount,1.3059239635937079
24349,Ronald White,22807 David Ports Suite 280,New Lindafort,4800,9030687482,Hydrographic surveyor,3,163.26,0,1,Urban,0,Phone,No Offer,0.8653291224707325
49335,Michelle Baker,589 Lee Island,New Ginastad,4853,+1-002-018-1060x233,Patent attorney,9,140.82,1,0,Rural,0,Web,Buy One Get One,0.9257693258964956
63813,Henry Ashley,090 Benitez Ridges Apt. 704,West Victoriaville,8358,(388)723-5805x3039,"Engineer, technical sales",2,150.73,0,1,Urban,0,Web,No Offer,1.9876419303418376
51266,Jennifer Schwartz,17845 Michael Isle Apt. 985,North Mistyview,73562,009-526-7785x5838,Learning mentor,12,483.94,0,1,Surburban,0,Web,Buy One Get One,0.6710441791378843
6891,Donna James,401 Moreno River Apt. 072,East Tinaville,93769,541-827-6294x918,Recruitment consultant,3,209.84,0,1,Urban,1,Web,Buy One Get One,1.9473331344878693
3854,Maria Sullivan,6218 Alexander Land,Allenbury,53160,(385)924-8305x6322,Air cabin crew,3,113.76,1,0,Rural,0,Web,No Offer,1.147974919561118
45832,Mary Nunez,416 Mary Groves Suite 010,Jaredton,53380,+1-084-477-5980,"Designer, graphic",6,33.0,1,0,Surburban,1,Phone,Buy One Get One,0.8649288639777931
41817,Brandi Wolfe,3678 Burch Street,Whitneyside,19840,096.834.2695x343,"Accountant, chartered",9,81.76,0,1,Surburban,1,Phone,Buy One Get One,0.9925462189707522
35920,Madison Caldwell,38781 Martinez Centers,Gutierrezview,86514,001-541-636-7103x70612,"Scientist, physiological",9,222.28,0,1,Rural,1,Phone,Buy One Get One,1.0970611708894702
44489,Sarah Rosales,899 David Villages Apt. 463,West Lindafort,35495,020-044-8594x328,"Surveyor, quantity",4,47.63,1,0,Surburban,1,Phone,Discount,0.6825560063893462
24359,Karen Reid,57413 Sarah Trace Suite 474,Johnsontown,32361,749-670-5390x828,Sports development officer,6,29.99,0,1,Urban,0,Phone,Discount,0.4549706525424203
14204,Ryan Burgess,684 Jacqueline Hills,South Ericside,21561,829-532-0013,"Engineer, communications",7,32.6,1,0,Surburban,1,Web,No Offer,1.2350318440493913
23572,Ashley Williams,453 Tyler Centers Apt. 443,Schwartzbury,21759,(045)577-5112x21331,"Designer, blown glass/stained glass",5,229.91,1,1,Urban,0,Multichannel,Discount,0.4769227169377164
59794,David Brown,55964 Jesse Avenue,Currychester,99628,604.904.2464,Lawyer,3,133.41,1,0,Surburban,1,Web,Discount,1.984541650840832
18462,Heather Wong,63243 Michael Gateway Apt. 806,Port Josephmouth,97087,+1-748-105-1165x81623,Writer,1,140.74,0,1,Urban,1,Web,No Offer,1.6689390990981194
41092,Zachary Mueller,95176 Harris Rapids Suite 841,East Davidtown,90989,001-202-229-7180x892,"Surveyor, land/geomatics",10,219.12,1,0,Surburban,0,Multichannel,No Offer,0.9020566612177582
10331,Eric Burgess,4142 Sarah Rapids,West Marissa,12823,(472)180-4519,Tree surgeon,2,148.86,0,1,Urban,1,Web,Buy One Get One,0.5479486507358837
17166,Jennifer Perez,1388 Shepherd Village Apt. 323,North Richardside,70567,399.402.4909x3470,Operations geologist,10,51.14,0,1,Urban,1,Web,Discount,1.3514059223320811
31764,Robert Freeman,384 Miller Crescent Apt. 216,Allenstad,21168,(615)525-1130,Chartered accountant,2,100.53,1,0,Urban,0,Web,Discount,0.4062601455684647
38460,Audrey Huff,895 Morton Flat,Wilkinsonhaven,49152,547-575-0379,Commercial art gallery manager,1,29.99,0,1,Rural,0,Phone,Discount,0.1964977927976249
1953,Matthew Garcia,0867 Walker Pike,Roseborough,20683,+1-086-300-9129x4752,Haematologist,3,409.38,0,1,Surburban,0,Multichannel,Buy One Get One,1.4013106030446163
43928,Michael Flores,14762 Ellis Streets,Williamland,73654,281.749.3045x82281,Armed forces logistics/support/administrative officer,7,39.07,1,0,Rural,0,Phone,No Offer,0.9302758268509984
47475,Samantha Davenport,894 Harris Well Apt. 784,Kristenland,68647,6264849478,"Surveyor, hydrographic",1,29.99,1,0,Surburban,1,Phone,Buy One Get One,1.2324955351346754
15176,Joshua Scott,825 Michael Lakes Suite 969,Carolburgh,618,001-013-384-7881x2849,Chief Executive Officer,7,179.15,0,1,Surburban,0,Web,No Offer,1.4247322658884076
28100,Aaron Beasley,17607 Fields Forge Apt. 762,New David,71264,465.270.0648,Transport planner,10,29.99,1,0,Urban,0,Web,No Offer,1.0694555221206905
23760,Theresa Newman,64695 David Trail Suite 401,Brownstad,7415,+1-626-022-5778x96206,Firefighter,10,188.27,0,1,Surburban,0,Web,Buy One Get One,2.4288029919401386
18042,Jordan Harris,097 Ramirez Inlet,Port Julie,3210,592-408-0405x4420,Environmental health practitioner,4,40.47,0,1,Urban,0,Web,Buy One Get One,0.8156273154088073
62521,Andrew Tucker,26559 Miller Ranch Apt. 042,Johnsonville,89219,001-337-561-3396x6951,Microbiologist,4,252.22,1,0,Surburban,0,Web,No Offer,0.622175478221917
9608,William Mckee,2547 Morales Way Apt. 110,Stephenshire,95274,(339)818-0876x04048,Radio producer,5,287.98,1,1,Surburban,1,Phone,Discount,0.6832861265817176
22731,Chad Lewis,76300 Shawn Keys Suite 812,West Scott,7213,001-922-972-7262x43602,Education administrator,2,188.11,0,1,Surburban,0,Web,No Offer,0.511042563833757
2753,Anna Clay,577 Samantha Skyway Apt. 307,West Jessicabury,85766,(691)060-5909,"Education officer, museum",1,29.99,1,0,Surburban,1,Web,Discount,1.366511760574597
50722,Aaron Miller,193 Hailey Hills,North Jeffrey,29519,856.385.9345,Web designer,2,730.13,1,0,Rural,1,Multichannel,Discount,1.0823036521450724
49229,Jeffery Anderson,5566 Christine Trace,Cardenaschester,5574,001-217-421-6571x63530,Financial manager,1,1068.73,1,1,Rural,1,Web,No Offer,0.8168030045030821
57364,Susan Meyer,691 Luna Overpass Apt. 186,South Michael,69366,001-093-051-0781x41645,"Engineer, drilling",5,144.74,0,1,Urban,0,Web,Discount,0.2507811347304496
52963,Amber Parrish,05898 Catherine Camp Suite 625,West Tracymouth,70759,415.009.4815x020,Music therapist,5,164.18,1,0,Urban,1,Phone,Buy One Get One,0.9774396282268184
56740,Shawn Powell,111 Wilson Neck Suite 900,North Jonathan,73795,1034339741,Legal secretary,10,61.5,0,1,Surburban,0,Web,Discount,1.3033738120588545
19790,David Cole,119 Spencer Centers Apt. 482,West Barbara,46627,508.663.9192,Purchasing manager,10,29.99,0,1,Rural,1,Phone,Buy One Get One,0.6276587364825006
62598,Elizabeth Wilson,464 Dominique Parkways Apt. 624,Alexaburgh,73349,6609542130,"Scientist, marine",3,193.46,1,0,Urban,1,Phone,No Offer,0.8765368072187665
19477,John King,16112 Jill Stream,Frazierchester,29505,+1-342-516-8753,Advertising account planner,1,631.73,0,1,Surburban,1,Multichannel,Buy One Get One,0.8233628929010924
47521,Christian Morales,9105 Thomas Station Suite 488,East Emily,88326,001-005-947-9594x1096,"Investment banker, operational",8,414.58,1,1,Rural,0,Phone,No Offer,2.0209562250362776
11954,Christopher Henry,39978 Jennifer Causeway,New Paul,33275,(879)669-7852x254,Sales executive,6,221.95,1,0,Surburban,0,Multichannel,Discount,0.3626045195346719
11242,Sarah Wilson,25589 Crystal Port,South Nataliemouth,9305,001-810-928-3402x4521,Management consultant,9,166.15,0,1,Urban,0,Phone,No Offer,0.4071639750900734
17015,Michael Erickson,021 Mcdaniel Vista,North Angelaport,60580,(625)502-9379,Corporate treasurer,10,376.23,1,0,Urban,0,Phone,No Offer,1.2740281698173903
32535,Carla Carter,727 Charles Prairie,Patrickborough,46462,861-355-0946x12621,"Presenter, broadcasting",11,345.37,1,0,Rural,0,Multichannel,Buy One Get One,0.8628743790650647
63127,David Garner,64983 Ross Way Suite 501,South Sarah,69146,724.607.4803x292,"Embryologist, clinical",4,204.15,0,1,Surburban,1,Phone,Buy One Get One,1.6235673624618998
17582,Carl Mcguire,073 Mcguire Avenue Suite 114,West Ambermouth,14710,990.817.8672,Architect,3,416.49,0,1,Surburban,1,Web,Buy One Get One,1.0597310274992622
35546,Devon Perry,98670 Kathleen Springs,Barneshaven,69951,2581739186,Operational researcher,3,29.99,1,0,Surburban,0,Web,Discount,2.088889821392838
30682,Levi Conway,02289 Johnson Extensions,Stacychester,58062,+1-525-096-4581x072,Energy engineer,10,29.99,1,0,Urban,0,Web,Discount,0.7322049850457123
3407,Elizabeth Lee,8843 Lee Mountain,Dawnview,39836,716.845.3344x3168,Private music teacher,9,106.97,0,1,Urban,1,Web,Buy One Get One,1.046033105369688
38630,Thomas Colon,10699 Nicholson Knoll,Ashleyfurt,49832,+1-514-242-5068,Data processing manager,4,194.57,0,1,Surburban,0,Web,Discount,0.9110581673127014
1408,John Stevens,90926 Tiffany Square Apt. 221,Port Hunter,12008,001-811-341-2783x683,"Teacher, secondary school",1,29.99,0,1,Surburban,1,Phone,No Offer,0.5677226053091353
25402,Donna Leach,26492 Grace Club,Christopherview,22310,782.114.9849x25131,Water engineer,11,296.77,1,0,Urban,0,Web,Discount,0.9377266510159228
43150,Katie Calderon,506 Hancock Groves Apt. 759,East Williamville,70919,+1-134-410-0976,Senior tax professional/tax inspector,1,302.62,1,1,Rural,0,Phone,Buy One Get One,1.6989309416138092
6923,Richard Thompson,469 Wesley Forges Apt. 727,Port Adamchester,36519,971.262.3728,"Scientist, research (medical)",3,201.32,1,0,Urban,1,Web,Buy One Get One,1.015375601760953
33274,Kevin Thomas,51711 Francis Mountain Suite 473,South Amanda,28222,412.389.3496x055,Pathologist,5,118.29,0,1,Surburban,1,Web,Discount,1.1827900601852714
63378,Mary Mcmahon,755 Michael Forks Apt. 836,New Amymouth,58337,025-293-0725x01979,Web designer,5,120.35,0,1,Rural,1,Phone,No Offer,1.8870534235190852
38536,Anthony Reed,8279 Harris Parkway,Josephbury,75821,(406)341-0974x219,Physiological scientist,1,458.05,0,1,Surburban,1,Web,Discount,0.828696994312138
5966,Jose James,168 Montgomery Light Suite 990,Fergusonbury,40485,(510)364-5655,Dancer,11,29.99,1,0,Rural,0,Web,Discount,0.6067686057661329
3984,Ashley Cook,204 Ernest Lodge,West Alexis,86287,6202620130,Brewing technologist,1,342.84,1,0,Surburban,1,Phone,Buy One Get One,1.3803542100851622
39525,Stephanie Peters,19060 Stevens Mountains,Choihaven,63551,001-004-498-6918x424,"Engineer, biomedical",12,111.56,0,1,Surburban,1,Web,Buy One Get One,0.8847539219197234
37007,Chelsey Montgomery,21281 Little Walks Apt. 594,Sheilaberg,70355,001-997-075-1354x32631,Psychiatric nurse,9,77.88,0,1,Surburban,0,Phone,Discount,1.1735917318533775
5057,Cassandra Washington,47414 Nash Drive,Lake Stephanie,75867,(840)642-1947,Film/video editor,1,641.13,0,1,Surburban,1,Web,Buy One Get One,0.5831384262738442
34136,Gary Brown,4780 Carla Crest,Williamville,87655,(827)934-6878x38204,Research scientist (physical sciences),11,181.41,0,1,Urban,1,Web,No Offer,0.675002780953448
6391,Christian Morrison,3121 Seth Orchard,Lake Craigfurt,93606,028.138.5788,Publishing rights manager,6,303.71,0,1,Surburban,1,Multichannel,Buy One Get One,1.9822755000505532
22578,Kristen Welch,93160 Marie Bridge,Port Kenneth,77370,077.218.9100x98176,Dance movement psychotherapist,10,156.56,1,0,Urban,1,Web,No Offer,0.9296820377000296
46007,Barbara Meyer,541 Beck Neck Apt. 379,New Reginaldland,46029,520.581.2505x4998,Theme park manager,11,165.36,0,1,Urban,0,Phone,No Offer,0.3213060335544735
39277,Eric Clark,83421 Luis Flats Suite 519,Melissatown,69278,342-974-8365,Theme park manager,1,29.99,0,1,Surburban,0,Web,Discount,0.5343085554032521
14053,Kari Barker,68814 Zachary Mission,South Ianshire,10896,(564)187-4297,"Producer, television/film/video",8,202.52,1,0,Rural,0,Web,No Offer,1.1413685528539472
11039,Patty Jones,1638 Dustin Light,Jessicamouth,70172,699-654-8537x3119,Advertising art director,6,288.15,0,1,Surburban,0,Web,Discount,0.3851442812723856
18840,Patrick Liu,57242 Bryce Brooks Apt. 412,Danielleshire,23880,951-544-2683x4636,Mining engineer,5,342.97,0,1,Rural,1,Multichannel,No Offer,0.017684477809457918
22468,Angela Parks,9344 Jamie Hollow,East Carriemouth,4425,(652)763-0035,Air cabin crew,12,83.64,0,1,Urban,1,Web,No Offer,1.4159315659489555
37882,Diane Lane,367 Sarah Forges Apt. 839,Lake James,21694,001-742-541-6052x153,Equities trader,2,676.44,1,0,Rural,1,Phone,Discount,0.8380923756922984
26693,Lisa Melendez,90240 Danielle Alley,Elizabethtown,1735,001-638-718-4550x026,Regulatory affairs officer,6,88.0,1,0,Urban,1,Phone,No Offer,0.6342720464210966
15131,Kevin Bolton,8271 Sanders Village Suite 207,Pricemouth,29313,+1-675-615-6028x6940,"Surveyor, land/geomatics",7,29.99,0,1,Urban,0,Phone,Buy One Get One,1.9357489395995828
